beds,baths,sqft,lot_size,year_built,property_type,city,postal_code,lat,lon,sale_date,price
3,3,2459,2890,1969,Detached,Hamilton,L8P,43.252824,-79.886887,2022-07-18,658147
3,1,2216,3252,1970,Detached,Toronto,M5V,43.643329,-79.394125,2022-09-03,824842
3,2,2256,2595,2010,Detached,Toronto,M5V,43.64329,-79.408321,2024-12-25,1461396
3,3,1151,0,1994,Condo,Mississauga,L5B,43.591208,-79.665511,2022-01-07,652269
2,1,1155,0,1966,Condo,Burlington,L7R,43.326556,-79.803666,2024-10-30,645557
2,1,1328,2586,1997,Townhouse,Mississauga,L5B,43.581275,-79.63283,2024-01-26,619527
4,2,2334,2919,1993,Semi-Detached,Burlington,L7R,43.32902,-79.795908,2023-04-17,662174
4,2,2363,2720,1991,Detached,Ottawa,K1A,45.4144,-75.690679,2022-01-17,755790
3,2,1171,0,1995,Condo,Hamilton,L8P,43.267429,-79.870929,2023-11-20,608969
4,3,2080,1871,2009,Townhouse,Mississauga,L5B,43.583116,-79.643972,2024-09-25,1003828
2,1,959,0,2004,Condo,Brampton,L6P,43.739194,-79.754132,2025-04-03,526639
2,1,2194,4990,2011,Detached,Mississauga,L5B,43.593297,-79.646035,2024-06-02,976286
2,3,1939,3508,2016,Detached,Hamilton,L8P,43.262076,-79.869607,2023-02-26,778299
1,3,1141,0,2018,Condo,Mississauga,L5B,43.591448,-79.633016,2025-06-22,604308
3,2,2024,2701,1981,Semi-Detached,Ottawa,K1A,45.441001,-75.688836,2022-02-13,656434
2,2,1844,3638,1989,Semi-Detached,Hamilton,L8P,43.256828,-79.865818,2024-06-10,593212
5,2,1650,0,2018,Condo,London,N6A,42.991892,-81.230128,2024-05-26,525680
3,2,1923,4120,2003,Semi-Detached,Hamilton,L8P,43.245937,-79.849042,2022-12-02,644420
4,2,1497,0,1975,Condo,Toronto,M5V,43.629157,-79.389632,2022-05-23,613845
3,1,1481,0,2004,Condo,Ottawa,K1A,45.422409,-75.695184,2024-08-23,465556
5,2,2907,3840,2016,Semi-Detached,London,N6A,42.973607,-81.252376,2025-01-20,836857
4,3,2416,4837,1968,Detached,Toronto,M5V,43.641924,-79.38474,2024-07-18,968046
3,2,2622,3265,2009,Detached,Mississauga,L5B,43.598255,-79.656197,2024-04-06,999311
2,2,2169,3378,1998,Semi-Detached,Burlington,L7R,43.330856,-79.804059,2024-08-25,689534
4,3,2409,2417,1984,Detached,Mississauga,L5B,43.596459,-79.629829,2022-03-19,593441
3,3,1800,1542,2009,Townhouse,Mississauga,L5B,43.61219,-79.653893,2025-06-02,862478
4,3,1526,0,1997,Condo,Ottawa,K1A,45.418619,-75.707911,2024-01-30,427335
5,1,2251,2149,1972,Townhouse,Hamilton,L8P,43.255388,-79.858637,2025-06-25,721863
3,2,2018,899,1967,Detached,Burlington,L7R,43.327645,-79.808246,2023-12-06,1051712
3,3,2374,4467,2019,Semi-Detached,Mississauga,L5B,43.597023,-79.643093,2022-02-21,988107
2,2,1926,2167,1986,Townhouse,Toronto,M5V,43.631548,-79.388333,2023-02-13,818007
2,2,1500,2137,1985,Townhouse,London,N6A,42.976421,-81.233472,2023-07-02,427618
2,1,2160,2973,1971,Detached,Waterloo,N2L,43.455039,-80.532719,2024-03-25,538384
3,1,1973,4402,1969,Detached,Mississauga,L5B,43.589588,-79.639448,2024-07-08,817905
3,3,1989,3396,1991,Semi-Detached,Toronto,M5V,43.658496,-79.373246,2025-09-27,976579
3,2,1768,1884,2002,Townhouse,Brampton,L6P,43.736785,-79.753638,2022-10-13,739779
2,2,1218,0,1967,Condo,London,N6A,42.988578,-81.241705,2022-02-05,305728
3,2,2333,3469,2004,Detached,Hamilton,L8P,43.259501,-79.867637,2024-10-23,696964
2,3,1483,2223,1985,Townhouse,London,N6A,42.999247,-81.246645,2025-09-24,428842
3,1,2371,5307,1981,Detached,Brampton,L6P,43.741957,-79.775146,2025-12-13,792987
2,3,1138,0,1975,Condo,Waterloo,N2L,43.469869,-80.52853,2023-10-09,404887
3,1,1695,2173,1965,Townhouse,Burlington,L7R,43.321044,-79.806066,2022-08-11,762926
1,2,1091,0,1991,Condo,Waterloo,N2L,43.458586,-80.519214,2025-02-27,483690
2,3,2233,3913,1995,Semi-Detached,Waterloo,N2L,43.468496,-80.521657,2022-07-01,665140
5,2,2669,2730,2017,Semi-Detached,Mississauga,L5B,43.59704,-79.632128,2024-08-16,1105637
2,1,2056,2839,2021,Semi-Detached,Toronto,M5V,43.633238,-79.366197,2024-05-20,1569793
4,2,1547,0,1998,Condo,Mississauga,L5B,43.594137,-79.650715,2024-03-14,605784
1,2,862,0,1979,Condo,Burlington,L7R,43.320943,-79.79568,2022-10-21,421973
5,2,1414,0,1986,Condo,Brampton,L6P,43.744164,-79.772621,2022-11-13,520351
4,2,2639,4136,1968,Detached,London,N6A,42.997492,-81.248967,2025-09-19,386184
2,1,1141,0,1991,Condo,Brampton,L6P,43.727077,-79.75327,2025-02-25,486654
1,2,1697,3449,1982,Detached,Burlington,L7R,43.31945,-79.806642,2024-01-31,453061
2,2,1132,0,1968,Condo,Waterloo,N2L,43.4519,-80.526005,2022-08-19,400198
1,2,1931,3635,2007,Detached,Toronto,M5V,43.638877,-79.390336,2023-11-25,881339
5,2,2165,2368,1978,Townhouse,Hamilton,L8P,43.264249,-79.865755,2025-02-16,561646
4,2,2517,4287,1967,Semi-Detached,Toronto,M5V,43.643515,-79.388161,2024-01-03,1189698
5,2,2654,3632,2005,Detached,London,N6A,42.990896,-81.232583,2023-12-22,908929
5,2,2720,2607,1965,Semi-Detached,Waterloo,N2L,43.446338,-80.514687,2024-07-16,648897
1,1,1156,1699,1995,Townhouse,Burlington,L7R,43.324158,-79.807726,2025-05-04,690081
1,2,1640,3712,2000,Semi-Detached,Waterloo,N2L,43.461858,-80.535047,2024-07-18,640096
4,3,2726,4532,2021,Detached,Oakville,L6J,43.463916,-79.706648,2022-12-08,1308800
3,2,2457,2509,1992,Semi-Detached,Toronto,M5V,43.652518,-79.371991,2024-11-24,1165852
3,1,1244,0,1990,Condo,Oakville,L6J,43.462141,-79.691931,2023-11-06,1037739
3,1,1940,4205,2015,Semi-Detached,Burlington,L7R,43.32398,-79.808357,2022-03-31,1069683
1,2,969,0,1973,Condo,Mississauga,L5B,43.592955,-79.656856,2023-03-06,455712
4,1,2545,4546,2019,Semi-Detached,London,N6A,42.976833,-81.242212,2022-07-03,617257
4,3,2031,1954,2013,Townhouse,London,N6A,42.998618,-81.232018,2025-07-31,529253
2,2,1729,3368,1993,Semi-Detached,Toronto,M5V,43.643186,-79.393529,2023-03-23,813295
4,2,1402,0,1988,Condo,Oakville,L6J,43.478293,-79.692517,2023-04-04,864464
1,3,1468,3354,1987,Semi-Detached,Waterloo,N2L,43.456188,-80.52894,2022-12-13,403506
5,2,1404,0,1975,Condo,Mississauga,L5B,43.603903,-79.655729,2023-03-24,481928
3,3,1224,0,1996,Condo,Burlington,L7R,43.337369,-79.798082,2024-11-12,506785
1,2,868,0,1975,Condo,Mississauga,L5B,43.590114,-79.645902,2022-11-30,342760
3,3,1678,2161,2012,Townhouse,Burlington,L7R,43.339971,-79.80333,2022-12-13,899987
2,1,925,0,2017,Condo,Mississauga,L5B,43.594371,-79.654573,2025-03-01,643573
3,1,2375,4114,1970,Detached,Toronto,M5V,43.658531,-79.394781,2025-01-23,915973
3,3,1129,0,1996,Condo,Waterloo,N2L,43.461127,-80.524264,2025-08-16,425410
3,2,2078,3143,1993,Detached,Toronto,M5V,43.647241,-79.395294,2024-04-06,1319040
1,1,1289,2028,1972,Townhouse,Mississauga,L5B,43.591124,-79.622668,2023-08-05,675796
2,2,2281,2744,1972,Semi-Detached,Oakville,L6J,43.476434,-79.682683,2023-02-03,702713
3,3,1782,1599,2015,Townhouse,Burlington,L7R,43.332882,-79.800851,2024-09-12,884499
3,3,2159,3971,1965,Detached,London,N6A,42.986033,-81.256361,2025-05-13,348103
2,2,980,0,1983,Condo,Ottawa,K1A,45.416687,-75.689611,2022-10-30,396960
3,2,1235,0,2010,Condo,London,N6A,42.986281,-81.269454,2023-10-15,326722
3,2,1251,0,1966,Condo,London,N6A,42.979199,-81.233393,2023-01-08,290582
2,1,2039,3775,1965,Detached,Mississauga,L5B,43.595839,-79.656965,2022-03-09,688651
3,2,2433,2286,1991,Detached,Ottawa,K1A,45.440119,-75.69933,2025-06-06,555574
2,3,1561,2727,1979,Townhouse,London,N6A,42.980994,-81.241146,2023-05-12,388939
3,1,1845,1725,1973,Townhouse,Hamilton,L8P,43.245591,-79.874837,2023-12-27,463576
4,2,2389,4029,1971,Detached,Mississauga,L5B,43.592944,-79.66693,2024-05-03,691872
1,3,1102,0,2022,Condo,Brampton,L6P,43.73782,-79.756777,2025-09-22,722143
3,1,1391,0,1983,Condo,Brampton,L6P,43.740649,-79.773789,2023-06-10,499791
5,1,2271,1211,2000,Townhouse,Mississauga,L5B,43.585152,-79.644965,2022-10-18,708940
4,4,2388,3467,1979,Semi-Detached,Ottawa,K1A,45.429043,-75.684205,2023-12-24,468627
2,2,1256,0,1982,Condo,Mississauga,L5B,43.589116,-79.656735,2025-05-13,349146
3,1,1154,0,2022,Condo,Ottawa,K1A,45.438218,-75.692501,2024-04-07,648125
3,2,1831,2194,1988,Townhouse,Ottawa,K1A,45.442632,-75.706349,2023-07-24,420301
3,3,1392,0,1994,Condo,Mississauga,L5B,43.605965,-79.64742,2024-08-18,448832
1,2,1887,3937,2011,Detached,Toronto,M5V,43.654574,-79.380147,2024-09-10,1126554
3,4,1122,0,2001,Condo,Burlington,L7R,43.324417,-79.804349,2025-08-03,518589
3,4,2587,4486,1997,Semi-Detached,Oakville,L6J,43.474739,-79.687934,2024-10-13,1067158
2,2,2016,3172,1981,Detached,Burlington,L7R,43.334306,-79.809862,2023-08-10,821082
3,2,2413,2348,2018,Detached,Oakville,L6J,43.476308,-79.685906,2022-03-25,1337537
2,2,1254,0,1990,Condo,Oakville,L6J,43.467226,-79.6911,2022-12-13,1007123
2,3,1985,3523,2009,Semi-Detached,Burlington,L7R,43.334067,-79.79706,2024-03-25,727363
3,4,2701,3628,1965,Semi-Detached,Brampton,L6P,43.73699,-79.768472,2025-05-30,787490
3,1,1317,0,1991,Condo,Mississauga,L5B,43.590705,-79.647975,2024-10-22,492873
4,2,1449,0,1979,Condo,London,N6A,42.981482,-81.235341,2023-04-07,414200
2,2,2043,3971,1991,Semi-Detached,Waterloo,N2L,43.46313,-80.531936,2024-09-14,450679
2,2,946,0,2017,Condo,Hamilton,L8P,43.25853,-79.857334,2022-04-23,418332
4,1,2013,2082,2014,Townhouse,London,N6A,42.987305,-81.242468,2022-07-28,587182
5,2,2558,4039,1966,Semi-Detached,Burlington,L7R,43.325499,-79.781082,2023-10-14,753408
3,3,1162,0,1981,Condo,Brampton,L6P,43.73971,-79.781357,2025-11-03,474586
1,2,1486,1118,1966,Townhouse,Oakville,L6J,43.469716,-79.677197,2023-02-22,683828
2,2,1616,1910,2018,Townhouse,Oakville,L6J,43.469056,-79.687828,2024-09-28,1165820
5,2,2667,3003,2021,Semi-Detached,Oakville,L6J,43.461698,-79.681754,2022-07-18,1994301
3,2,2208,2534,2011,Semi-Detached,Ottawa,K1A,45.421328,-75.687415,2025-05-07,837946
3,3,1761,2038,1974,Townhouse,Hamilton,L8P,43.256254,-79.88007,2025-12-15,521902
3,2,2497,4444,1965,Semi-Detached,Brampton,L6P,43.722429,-79.775444,2023-05-12,718029
3,4,1749,1963,1995,Townhouse,Oakville,L6J,43.475925,-79.678023,2023-09-09,1081422
3,4,1593,1882,2001,Townhouse,Mississauga,L5B,43.57287,-79.643405,2025-05-05,572771
5,4,1481,0,1985,Condo,Oakville,L6J,43.485629,-79.697096,2025-01-26,752387
2,2,1397,2618,2022,Townhouse,Waterloo,N2L,43.454961,-80.527732,2022-03-06,721939
2,2,1928,2848,1989,Detached,Waterloo,N2L,43.452298,-80.515997,2024-06-30,561636
5,2,2553,4007,2016,Detached,Oakville,L6J,43.468627,-79.692965,2022-08-20,2140893
1,1,983,0,2001,Condo,Toronto,M5V,43.624904,-79.392382,2024-06-01,691095
2,2,1970,4854,1967,Detached,Brampton,L6P,43.735492,-79.753043,2023-07-28,635215
1,2,1725,3928,2013,Semi-Detached,Toronto,M5V,43.655388,-79.393366,2023-11-05,1237005
3,3,2167,4027,2014,Semi-Detached,Hamilton,L8P,43.243451,-79.862175,2022-12-06,758907
2,1,1664,1883,1978,Townhouse,Hamilton,L8P,43.243309,-79.879891,2024-05-05,439643
4,2,2669,2139,1996,Detached,Brampton,L6P,43.727409,-79.767198,2024-09-17,887901
3,3,2285,3881,1996,Semi-Detached,Hamilton,L8P,43.26405,-79.862602,2022-05-29,565508
1,1,2077,3464,1988,Detached,Oakville,L6J,43.452017,-79.679939,2025-12-18,780562
4,3,1416,0,2020,Condo,London,N6A,42.979008,-81.254097,2023-07-20,681939
2,2,2216,4558,1971,Semi-Detached,Mississauga,L5B,43.591146,-79.656945,2024-03-17,556985
2,2,1144,0,2020,Condo,Oakville,L6J,43.477247,-79.668112,2024-06-06,881283
5,1,2174,2119,2013,Townhouse,Ottawa,K1A,45.440984,-75.698998,2025-11-19,795104
2,2,1037,0,2015,Condo,Toronto,M5V,43.647228,-79.387387,2022-01-10,1203776
1,1,1117,0,2021,Condo,Waterloo,N2L,43.4638,-80.520969,2024-02-13,451255
4,3,2735,4498,2002,Detached,London,N6A,42.978469,-81.249024,2024-06-29,616706
5,3,2204,2277,1981,Townhouse,Toronto,M5V,43.611475,-79.384945,2022-04-22,668318
3,3,1176,0,1968,Condo,Ottawa,K1A,45.437475,-75.703846,2023-05-12,318229
2,2,1434,2338,1994,Townhouse,Ottawa,K1A,45.409088,-75.719949,2022-01-14,599248
2,2,2169,3784,1969,Semi-Detached,Oakville,L6J,43.45899,-79.710057,2024-02-29,991595
5,3,1988,1082,1971,Townhouse,Ottawa,K1A,45.417954,-75.706251,2022-01-23,699966
4,2,2153,3320,2003,Semi-Detached,Burlington,L7R,43.320201,-79.805551,2022-04-17,882670
3,2,2157,1356,1965,Semi-Detached,Mississauga,L5B,43.577645,-79.643562,2024-12-12,543637
4,1,2331,2985,1969,Detached,Brampton,L6P,43.732605,-79.777178,2022-05-01,651577
3,2,2188,3967,1982,Detached,Waterloo,N2L,43.462074,-80.527051,2025-03-20,491295
4,3,2194,2071,1987,Townhouse,Waterloo,N2L,43.466459,-80.512278,2023-11-18,681409
3,2,1894,1601,1986,Townhouse,Oakville,L6J,43.476786,-79.693604,2022-03-22,988974
2,2,2097,4866,1999,Semi-Detached,Brampton,L6P,43.72763,-79.753496,2022-11-21,655307
5,1,3255,3212,2005,Detached,Hamilton,L8P,43.255996,-79.873037,2022-04-27,1047053
2,4,1395,0,2014,Condo,London,N6A,42.988616,-81.249511,2022-08-11,361612
3,2,2370,3497,1989,Detached,Brampton,L6P,43.747378,-79.773495,2023-02-21,773922
5,1,1964,2075,1967,Townhouse,Brampton,L6P,43.715722,-79.75021,2025-03-06,619504
2,2,1676,1732,1979,Townhouse,Toronto,M5V,43.633853,-79.402864,2022-11-11,667129
2,1,1336,2092,1981,Townhouse,Burlington,L7R,43.334627,-79.80731,2022-06-18,436388
3,2,2003,2594,2011,Townhouse,Mississauga,L5B,43.581613,-79.649501,2023-01-03,848938
2,2,1853,3491,2005,Semi-Detached,Oakville,L6J,43.467533,-79.680756,2025-02-28,962789
2,2,1892,3230,1982,Detached,Brampton,L6P,43.731601,-79.773101,2022-05-13,689642
2,2,1766,3536,1971,Semi-Detached,Oakville,L6J,43.471948,-79.698355,2024-06-23,996935
2,2,1032,0,2004,Condo,Waterloo,N2L,43.462212,-80.525023,2025-12-05,349812
3,2,1761,1837,1965,Townhouse,Mississauga,L5B,43.587288,-79.643185,2023-08-24,566613
3,4,2331,3310,1991,Semi-Detached,Ottawa,K1A,45.428018,-75.688902,2023-12-28,581126
4,2,1854,2142,1976,Townhouse,London,N6A,42.967196,-81.242359,2023-03-08,388735
2,2,1842,923,1983,Townhouse,London,N6A,42.987673,-81.247545,2024-09-29,352984
3,2,1368,0,1990,Condo,Ottawa,K1A,45.41777,-75.689412,2022-11-15,524856
3,2,1964,3667,1979,Detached,Oakville,L6J,43.464405,-79.689636,2025-02-14,1292219
3,3,1977,1956,2016,Townhouse,Mississauga,L5B,43.580139,-79.634191,2022-05-08,788507
2,3,2118,3003,1984,Semi-Detached,Burlington,L7R,43.321015,-79.793719,2024-05-03,707595
2,2,2126,4503,2015,Detached,Ottawa,K1A,45.409888,-75.703913,2023-12-21,988151
2,3,1079,0,1987,Condo,London,N6A,42.988239,-81.25308,2024-05-21,273734
3,1,1211,0,2006,Condo,Mississauga,L5B,43.609967,-79.638264,2025-04-07,550981
2,3,1332,1623,1980,Townhouse,Hamilton,L8P,43.254557,-79.873362,2024-05-11,441738
5,1,2379,2008,2005,Townhouse,Toronto,M5V,43.649176,-79.374379,2025-07-25,1047263
4,4,1496,0,1981,Condo,Oakville,L6J,43.463472,-79.685142,2024-01-05,942432
3,2,2375,4160,1982,Detached,Burlington,L7R,43.334843,-79.81282,2022-03-19,762076
3,2,2022,3290,1996,Semi-Detached,Hamilton,L8P,43.270021,-79.874103,2023-05-17,654211
4,2,2264,3556,2017,Detached,London,N6A,42.985411,-81.253832,2022-07-18,979840
2,1,1866,7083,1968,Semi-Detached,Mississauga,L5B,43.604696,-79.633106,2023-06-08,601723
3,2,2626,2612,2002,Detached,Oakville,L6J,43.461832,-79.666974,2024-09-06,1007302
5,3,3130,3494,1994,Semi-Detached,Mississauga,L5B,43.568908,-79.64628,2022-04-26,895687
3,4,1172,0,2016,Condo,Ottawa,K1A,45.400762,-75.673946,2023-10-24,789911
5,4,2863,3155,2001,Semi-Detached,Mississauga,L5B,43.589469,-79.634985,2023-01-29,964207
5,4,1665,0,1972,Condo,Oakville,L6J,43.477078,-79.683346,2024-09-03,1018632
1,2,1680,3294,1983,Semi-Detached,Mississauga,L5B,43.596505,-79.645908,2025-10-20,388992
3,2,1086,0,2006,Condo,Toronto,M5V,43.629136,-79.381338,2022-08-20,1089218
3,2,1770,2342,1974,Detached,London,N6A,42.9886,-81.245844,2022-10-06,492472
1,2,1654,3569,1972,Detached,Mississauga,L5B,43.604649,-79.634727,2023-11-02,560797
3,3,2209,3754,1977,Semi-Detached,Toronto,M5V,43.658749,-79.374806,2022-12-23,596871
3,2,2280,4607,2014,Detached,Hamilton,L8P,43.231204,-79.861829,2022-02-11,937638
3,2,1693,1768,2016,Townhouse,Ottawa,K1A,45.431578,-75.701875,2023-11-05,603215
3,3,1422,0,1991,Condo,Waterloo,N2L,43.467602,-80.510577,2025-10-28,364413
4,2,1225,0,1986,Condo,Burlington,L7R,43.335208,-79.804122,2023-05-17,542282
4,2,1843,1601,2022,Townhouse,Waterloo,N2L,43.477738,-80.518783,2025-07-13,959352
2,3,906,0,1972,Condo,Toronto,M5V,43.638422,-79.393987,2024-06-07,752142
3,1,1866,3580,1995,Detached,Mississauga,L5B,43.589677,-79.632971,2025-04-28,911028
5,1,2796,2761,2021,Detached,Mississauga,L5B,43.572097,-79.64059,2023-11-22,1141294
5,3,2381,1623,1983,Townhouse,Mississauga,L5B,43.591567,-79.636669,2023-04-14,712023
2,2,1898,2257,2017,Detached,Oakville,L6J,43.481097,-79.690312,2023-10-22,1652985
2,3,1692,2461,1995,Townhouse,Hamilton,L8P,43.265446,-79.884109,2024-09-29,601436
1,2,1272,2563,2022,Townhouse,Mississauga,L5B,43.600553,-79.668287,2023-05-02,826591
2,2,1107,0,1986,Condo,Burlington,L7R,43.31154,-79.81206,2023-09-22,517421
3,2,2612,2402,1996,Detached,Waterloo,N2L,43.481037,-80.505737,2022-04-10,796471
2,2,1865,4504,2007,Semi-Detached,Burlington,L7R,43.326017,-79.806028,2025-10-09,765457
4,2,2481,2791,1982,Semi-Detached,Oakville,L6J,43.45451,-79.696186,2024-06-12,886983
3,3,1234,0,1991,Condo,Brampton,L6P,43.720806,-79.774298,2023-04-29,523398
5,1,2179,2001,1999,Townhouse,Oakville,L6J,43.447446,-79.669467,2022-09-19,1289504
1,2,1498,1692,2006,Townhouse,Brampton,L6P,43.736462,-79.773036,2024-03-03,533163
4,2,2821,3934,1968,Detached,London,N6A,42.981985,-81.238182,2024-06-22,408591
3,3,2103,2995,1984,Semi-Detached,Oakville,L6J,43.481514,-79.699865,2024-01-19,771965
2,2,2164,2742,2002,Detached,Mississauga,L5B,43.596069,-79.631427,2024-02-26,701366
3,2,1203,0,2004,Condo,Toronto,M5V,43.618364,-79.383676,2025-09-29,787020
3,2,2466,3230,2000,Detached,Oakville,L6J,43.45831,-79.697505,2024-03-01,1125952
3,2,2125,3715,2010,Semi-Detached,Hamilton,L8P,43.25807,-79.860474,2023-02-24,713447
3,1,2548,1726,2012,Semi-Detached,London,N6A,42.981508,-81.254271,2023-05-01,666234
1,4,1681,3068,2012,Semi-Detached,Waterloo,N2L,43.454426,-80.522376,2022-12-12,600222
1,2,1699,3790,1999,Semi-Detached,Brampton,L6P,43.741097,-79.76674,2025-12-17,573009
1,3,1587,1975,1992,Townhouse,Ottawa,K1A,45.424279,-75.690804,2023-01-03,414062
2,2,2131,4238,1984,Detached,Ottawa,K1A,45.421261,-75.704616,2024-04-20,563993
3,3,2030,3906,2018,Detached,Brampton,L6P,43.721095,-79.776973,2023-11-15,881630
2,3,1307,0,2021,Condo,Oakville,L6J,43.45994,-79.684039,2025-02-12,1123396
4,1,2398,3494,1993,Detached,Oakville,L6J,43.463953,-79.701365,2022-09-13,1315495
3,1,2396,4540,2017,Detached,Hamilton,L8P,43.272438,-79.867425,2023-09-22,744255
2,2,2026,3974,2021,Detached,Hamilton,L8P,43.247006,-79.857029,2023-08-13,950048
2,2,1166,0,2008,Condo,Ottawa,K1A,45.432889,-75.707173,2025-06-30,476085
2,1,1692,2053,1995,Townhouse,London,N6A,43.005512,-81.237068,2023-07-07,479939
2,2,2110,3292,2020,Semi-Detached,Brampton,L6P,43.741318,-79.76582,2023-04-20,694029
3,2,1795,2456,2006,Townhouse,Mississauga,L5B,43.576882,-79.638774,2022-12-11,611448
5,3,2748,3554,1973,Semi-Detached,Mississauga,L5B,43.591487,-79.64677,2024-04-13,699473
3,2,1360,0,1966,Condo,London,N6A,42.981252,-81.252015,2022-04-06,303697
5,2,2174,645,1974,Townhouse,Burlington,L7R,43.318451,-79.80145,2024-05-06,579200
4,1,2630,3640,2014,Semi-Detached,Hamilton,L8P,43.246753,-79.881808,2024-11-16,549869
3,3,2018,1814,1995,Townhouse,London,N6A,42.976012,-81.270985,2025-06-30,365563
4,3,2634,3334,2001,Semi-Detached,Waterloo,N2L,43.472955,-80.512151,2024-04-25,652907
5,1,2218,1461,1971,Townhouse,Toronto,M5V,43.64526,-79.397561,2022-05-31,1107248
3,2,2343,3414,1991,Semi-Detached,Ottawa,K1A,45.425828,-75.712439,2024-12-01,532438
3,2,1818,2136,2017,Townhouse,Waterloo,N2L,43.476915,-80.516405,2022-06-13,642183
4,4,2470,2740,1968,Semi-Detached,London,N6A,42.98528,-81.243859,2023-10-15,552841
4,2,1499,0,2010,Condo,London,N6A,42.984154,-81.250075,2025-06-30,443021
3,2,1323,0,1972,Condo,Burlington,L7R,43.348806,-79.825221,2024-02-15,461271
1,2,1236,2859,1986,Townhouse,London,N6A,42.978536,-81.262126,2024-01-08,349511
5,1,2831,2889,1992,Detached,Burlington,L7R,43.329673,-79.802258,2023-06-27,954710
3,3,2274,3816,1987,Detached,Brampton,L6P,43.719103,-79.752791,2023-10-27,613718
3,2,2235,3532,2000,Semi-Detached,Hamilton,L8P,43.258593,-79.859682,2023-07-29,883776
3,1,2576,3342,1967,Semi-Detached,Oakville,L6J,43.471072,-79.696659,2025-02-27,782153
4,4,2554,2911,2005,Detached,Hamilton,L8P,43.263744,-79.860258,2023-02-24,811560
2,2,1864,4041,1986,Detached,Mississauga,L5B,43.598674,-79.635016,2023-02-27,645777
5,2,2892,4215,1998,Detached,Oakville,L6J,43.454417,-79.686143,2022-12-09,2102153
5,2,3020,3423,1970,Semi-Detached,Waterloo,N2L,43.456315,-80.539472,2024-09-03,658692
3,2,1769,2013,1979,Townhouse,Toronto,M5V,43.649147,-79.403169,2022-01-22,1035945
5,3,1580,0,2001,Condo,Oakville,L6J,43.463048,-79.678935,2024-10-03,1136379
2,2,1430,2232,1985,Townhouse,Brampton,L6P,43.733917,-79.758196,2025-06-26,551586
5,2,2636,4864,2014,Semi-Detached,Waterloo,N2L,43.471538,-80.521556,2023-07-11,1006462
3,3,2485,2905,2008,Semi-Detached,Hamilton,L8P,43.266576,-79.863479,2025-10-07,875207
1,2,2134,3349,1996,Detached,Burlington,L7R,43.335659,-79.81367,2025-12-23,681903
4,2,1963,2372,1976,Townhouse,Waterloo,N2L,43.466799,-80.513289,2022-04-04,409768
2,2,1884,4529,1996,Detached,Oakville,L6J,43.474808,-79.683419,2024-02-04,1153824
5,3,2582,5038,1967,Semi-Detached,Ottawa,K1A,45.417814,-75.681761,2024-09-13,697763
4,2,2686,2669,1968,Semi-Detached,Oakville,L6J,43.46524,-79.678468,2022-03-12,1385174
1,1,1919,2362,1969,Semi-Detached,Burlington,L7R,43.329082,-79.802258,2023-03-10,599376
1,4,1812,3560,2019,Semi-Detached,Brampton,L6P,43.707335,-79.758605,2025-05-05,882338
3,2,1799,2088,1975,Townhouse,Burlington,L7R,43.333684,-79.808174,2023-12-06,631802
3,1,2331,3123,2000,Semi-Detached,Toronto,M5V,43.641638,-79.378355,2024-11-15,1021165
4,1,2333,4926,1992,Semi-Detached,Burlington,L7R,43.316704,-79.795052,2025-08-12,867072
5,1,2121,2074,1998,Townhouse,Mississauga,L5B,43.577242,-79.645606,2023-11-08,868040
4,2,2052,2345,1994,Semi-Detached,London,N6A,42.985643,-81.241153,2025-12-02,593686
3,3,2048,4240,2002,Semi-Detached,Toronto,M5V,43.640964,-79.382531,2025-02-21,789855
4,2,2081,1826,1993,Townhouse,Oakville,L6J,43.456534,-79.679143,2025-11-14,1170264
2,1,1043,0,2021,Condo,Waterloo,N2L,43.464704,-80.528127,2025-11-23,404584
4,2,2657,3793,2001,Detached,Burlington,L7R,43.310617,-79.796999,2022-11-08,1212115
3,2,2018,2865,2008,Townhouse,Toronto,M5V,43.633985,-79.394677,2023-01-25,1252621
5,2,2442,2349,1990,Townhouse,Mississauga,L5B,43.592997,-79.652905,2025-05-16,937773
4,2,2627,2446,2006,Semi-Detached,Hamilton,L8P,43.262064,-79.874225,2025-01-29,796859
1,3,987,0,1979,Condo,Waterloo,N2L,43.460395,-80.514578,2023-09-13,360162
2,3,2285,3741,1978,Detached,London,N6A,42.988922,-81.244199,2024-04-19,342564
3,2,1577,2192,1969,Townhouse,Oakville,L6J,43.459059,-79.697614,2025-07-18,902428
1,3,1814,2713,1983,Semi-Detached,Waterloo,N2L,43.475392,-80.526502,2022-01-28,575947
2,3,1337,0,2000,Condo,Oakville,L6J,43.468298,-79.684431,2025-09-12,643975
2,1,1634,1563,1998,Townhouse,London,N6A,42.979617,-81.241135,2024-07-14,517941
3,2,1273,0,2013,Condo,Burlington,L7R,43.33106,-79.805084,2023-03-03,840446
3,2,2331,2323,1966,Semi-Detached,Toronto,M5V,43.643665,-79.38075,2023-12-07,905617
2,1,2017,3348,1968,Semi-Detached,Burlington,L7R,43.344092,-79.803898,2025-11-06,692993
5,2,2885,3766,1977,Detached,Ottawa,K1A,45.417264,-75.719229,2024-04-19,652274
3,3,1841,1907,2016,Townhouse,Oakville,L6J,43.470187,-79.70146,2025-12-21,1523201
1,2,1831,2858,1996,Semi-Detached,Ottawa,K1A,45.438224,-75.690485,2025-05-08,548875
